,Price,USB,SAR EU,EDGE,SIM,Technology,Weight,GPRS,Radio,Chipset,Battery (old),Type_1,Speed,Charging,Display,Alert types,_3,Sensors,Build,Quad,Java,Single_1,CPU,GPU,Video_1,Call records,Languages,Announced,Stand-by_1,NFC,Loudspeaker,Features_1,Music play,Bluetooth,Colors,Dual,Talk time,Resolution,2G bands,Camera,4G bands,_2,Video,Messaging,Infrared port,_4,Brand,Talk time_1,Status,Type,Browser,_5,3.5mm jack,Loudspeaker_1,Phonebook,_1,Alarm,WLAN,Stand-by,Clock,Card slot,Model Name,Triple,Size,Games,Dimensions,Positioning,Model Image,SAR,Audio quality,Single,Models,OS,Protection,Internal,Keyboard,Features,3G bands
Downloadable logos,,,,No,Mini-SIM,GSM,80 g (2.82 oz),Class 10,No,,,Removable Li-Ion 720 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,Yes,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,,,Up to 6 h,"128 x 128 pixels, 1:1 ratio",GSM 900 / 1800,,,Predictive text inputOrganizer,,"SMS, EMS, MMS",,,alcatel,,Discontinued,"CSTN, 64K colors",WAP 1.2.1,,No,,Yes,No,,No,Up to 320 h,,No,alcatel OT 355,,,"Snake, Brick, Block Maniac + downloadable",98 x 45 x 20 mm (3.86 x 1.77 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot355.gif,,,,,,,,,,
Downloadable logos,,,,No,Mini-SIM,GSM,80 g (2.82 oz),,No,,,Removable Li-Ion 720 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,,,Up to 6 h,101 x 80 pixels,GSM 900 / 1800,,,Predictive text inputCalculatorCurrency convertorDiary,,SMS,,,alcatel,,Discontinued,"LCD, 4096 colors",WAP 1.2.1,,No,,100 fields,No,,No,Up to 320 h,,No,alcatel OT 156,,,"3 - Snake, Bricks and Brain Activity",101 x 46 x 20 mm (3.98 x 1.81 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot156.gif,,,,,,,,,,
Downloadable logos,,,,No,Mini-SIM,GSM,85 g (3.00 oz),,No,,,Removable Li-Ion battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,,,Up to 4 h 30 min,101 x 65 pixels,GSM 900 / 1800,,,Predictive text inputCalculatorCurrency convertor,,"SMS, EMS",,,alcatel,,Discontinued,Grayscale graphic,,,No,,SIM Only,No,,No,Up to 220 h,,No,alcatel OT 155,,,"Bricks, Snake",100 x 46 x 21 mm (3.94 x 1.81 x 0.83 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot155.gif,,,,,,,,,,
Downloadable logos,,,,No,Mini-SIM,GSM,89 g (3.14 oz),,No,,,Removable Li-Ion 700 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q3",,,Yes,,,No,"Aluminium grey, Blue",,Up to 7 h,"112 x 64 pixels, 16:9 ratio",GSM 900 / 1800,,,Predictive text inputOrganizer,,SMS,,,alcatel,,Discontinued,Grayscale graphic,,,No,,"100 entries, contact groups",No,,No,Up to 120 h,,No,alcatel OT 153,,,"3 - Punch, Deminer, Tetris",107 x 46 x 20 mm (4.21 x 1.81 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot153.gif,,,,,,,,,,
No,,Proprietary,,No,Mini-SIM,GSM,92 g (3.25 oz),Class 10,No,,,Removable Li-Ion 950 mAh battery,,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",,,,,Yes,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,"4 - aluminium, electric blue, mystic red, green lime",,Up to 9 h,"128 x 160 pixels, 12 lines",GSM 900 / 1800 / 1900,,,Predictive text inputOrganizerVoice memoVoice dial,Yes,"SMS, EMS, MMS",Yes,,alcatel,,Discontinued,"TFT, 256K colors",WAP 2.0/xHTML,,No,,"800, Photo call","Formats: JPG, GIF, PNG, BMP, MP3, MIDI, SP-MIDI, i-Melody, AMR, PCM",,No,Up to 200 h,,No,alcatel OT 756,,,"SpeedDevils, GylosTale + downloadable",106 x 46 x 18.5 mm (4.17 x 1.81 x 0.73 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot756.gif,,,VGA,,,,4MB,,,
GSM 850 / 1800 / 1900  - Alcatel OT 557a,,,,No,Mini-SIM,GSM,93 g (3.28 oz),Class 10,No,,,Removable Li-Ion 800 mAh battery,,,,"Vibration; Downloadable polyphonic ringtones, composer",Video playerPredictive text inputSyncMLOrganizerVoice memoVoice dial,,,,Yes,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q3",,,No,,,No,,,Up to 7 h,128 x 160 pixels,GSM 900 / 1800 / 1900,,,No,No,"SMS, EMS, MMS",Yes,,alcatel,,Discontinued,"CSTN, 65K colors",WAP 2.0/xHTML,,No,,"500 x 20 fields, Photo call",Downloadable logos,,No,Up to 285 h,,No,alcatel OT 557,,,SpeedDevils and GylosTale + downloadable,"107.7 x 48.2 x 21.4 mm, 86 cc (4.24 x 1.90 x 0.84 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot557.gif,,,VGA,,,,2MB,,,
WallpapersDownloadable applications and wallpapers,,Proprietary,,No,Mini-SIM,GSM,93 g (3.28 oz),Class 10,No,,,Removable Li-Ion 800 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,"Yes, MIDP 2.0",,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q4",,,No,,,No,,,Up to 3 h,"128 x 160 pixels, 10 lines",GSM 900 / 1800 / 1900,,,Video playerPredictive text inputSyncMLOrganizerVoice memoVoice dial,No,"SMS, EMS, MMS, Email",Yes,,alcatel,,Discontinued,"CSTN, 65K colors","WAP 2.0/xHTML, HTML",,No,,"300 entries, Photo call",No,,No,Up to 275 h,,No,alcatel OT 565,,,Yes + downloadable,"107 x 48 x 21 mm, 86 cc (4.21 x 1.89 x 0.83 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot565.gif,,,VGA,,,,3MB,,,
Downloadable logos,,,,No,Mini-SIM,GSM,93 g (3.28 oz),Class 10,No,,,Removable Li-Ion 800 mAh battery,,,,"Vibration; Downloadable polyphonic ringtones, composer",,,,,Yes,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,,,Up to  6 h,128 x 160 pixels,GSM 900 / 1800 / 1900,,,Video playerPredictive text inputSyncMLOrganizerVoice memoVoice dial,No,"SMS, EMS, MMS",Yes,,alcatel,,Discontinued,"CSTN, 65K colors",WAP 2.0/xHTML,,No,,"500 x 20 fields, Photo call",No,,No,Up to 270  h,,No,alcatel OT 556,,,SpeedDevils and GylosTale + downloadable,"108 x 48 x 21 mm, 86 cc (4.25 x 1.89 x 0.83 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot556.gif,,,VGA,,,,2MB,,,
"Second external display (98 x 64 pixels), 65K colorsZoom functionLandscape modeJoystick",,Proprietary,,No,Mini-SIM,GSM,88 g (3.10 oz),Class 10,No,,,Removable Li-Ion 785 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,Predictive text inputVoice memoVoice dialOrganizer,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,,,Up to 7 h,"128 x 160 pixels, 5 lines",GSM 900 / 1800,,,"Formats: MJPEG, JPG, GIF, PNG, BMP, SMAF, ADPCM, MIDI, i-Melody, AMR",Yes,"SMS, EMS, MMS",,,alcatel,,Discontinued,"TFT, 256K colors",WAP 1.2.1,,No,,300,No,,No,Up to 160 h,,No,alcatel OT 835,,,"4 - Space War, Wall Breaker, Ocean, Mine",87.7 x 45.9 x 20 mm (3.45 x 1.81 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot835.gif,,,VGA,,,,3MB,,,
Zoom functionLandscape modeJoystick,,Proprietary,,No,Mini-SIM,GSM,89 g (3.14 oz),Class 10,No,,,Removable Li-Ion battery,,,,"Vibration; Downloadable polyphonic ringtones, composer","Formats: : JPG, GIF, aGIF, PNG, BMP, MIDI, SP-MIDI, i-Melody, AMR",,,,Yes,,,,,"10 dialed, 10 received, 10 missed calls",,"2004, Q1",,,No,,,No,,,Up to 6 h,"128 x 128 pixels, 11 lines, 1:1 ratio",GSM 900 / 1800,,,No,No,"SMS, EMS, MMS",Yes,Predictive text inputSyncMLOrganizerVoice memoVoice dial,alcatel,,Discontinued,"CSTN, 4096 colors",WAP 2.0/xHTML,,No,,800 x 10 fields,Dynamic phonebook memory1.5 MB memory for picturesSMS templates,,No,Up to 300 h,,No,alcatel OT 735i,,,2 from Gameloft + downloadable,106 x 47 x 20 mm (4.17 x 1.85 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot735.gif,,,CIF,,,,,,,
Zoom functionLandscape modeJoystick,,Proprietary,,No,Mini-SIM,GSM,89 g (3.14 oz),Class 10,No,,,Removable Li-Ion battery,,,,"Vibration; Downloadable polyphonic ringtones, composer","Formats: : JPG, GIF, aGIF, PNG, BMP, MIDI, SP-MIDI, i-Melody, AMR",,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2003, September",,,No,,,No,,,Up to 6 h,"128 x 128 pixels, 11 lines, 1:1 ratio",GSM 900 / 1800,,,No,No,"SMS, EMS, MMS",Yes,Predictive text inputSyncMLOrganizerVoice memoVoice dial,alcatel,,Discontinued,"CSTN, 4096 colors",WAP 2.0/xHTML,,No,,800 x 10 fields,Dynamic phonebook memory1.8 MB memory for picturesSMS templates,Yes,No,Up to 260 h,Yes,No,alcatel OT 735,,,Yes,106 x 47 x 20 mm (4.17 x 1.85 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot735.gif,,,CIF,,,,,,,
Zoom functionLandscape modeJoystick,,,,No,Mini-SIM,GSM,88 g (3.10 oz),Class 10,No,,,Removable Li-Ion battery,,,,"Vibration; Polyphonic(24) ringtones, composer",Voice dialVoice memoPredictive text inputOrganizer,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2003, July",,,No,,,No,"3 - red, blue and grey",,Up to 6 h,"128 x 128 pixels, 7 lines, 1:1 ratio",GSM 900 / 1800,,,No,,"SMS, EMS 4.0, MMS",Yes,,alcatel,,Discontinued,"CSTN, 4096 colors",WAP 2.0/xHTML,,No,,800 x 10 fields,"SMS templatesSupported formats: JPG, GIF, PNG, BMP, MIDI, i-Melody, AMR",Yes,No,Up to 260 h,Yes,No,alcatel OT 535,,,"2 - Wall Breaker , Mutant Alert + Downloadable",106 x 47 x 20 mm (4.17 x 1.85 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot535.gif,,,,,,,1MB,,,
Downloadable wallpapersCustomizable softkeys,,,,No,Mini-SIM,GSM,95 g (3.35 oz),Class 8,No,,,Removable Li-Ion 900 mAh battery,,,,"Vibration; Polyphonic(16) ringtones, composer",Business card exchange via IrDAVoice dialVoice memoPredictive text inputOrganizerCustomizable front panel,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2003, March",,,Yes,,,No,3,,Up to 4 h,128 x 141 pixels,GSM 900 / 1800,,,No,,"SMS, EMS",Yes,,alcatel,,Discontinued,"CSTN, 4096 colors","WAP 1.2.1 color image viewer (GIF, PNG, JPG)",,No,,255 x 6 fields,20 voice dial records150 SMS messagesSMS templatesDetailed call logs,Yes,No,Up to 350 h,Yes,No,alcatel OT 531,,,2 + downloadable,116 x 47 x 20 mm (4.57 x 1.85 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot531.gif,,,,,,,,,,
10 SMS templates,,,,No,Mini-SIM,GSM,77 g (2.72 oz),No,No,,,Removable Li-Ion battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,2003,,,No,,,No,3 metallic colors,,,"96 x 65 pixels, 4 lines, 3:2 ratio",GSM 900 / 1800,,,Predictive text inputCurrency converterCalculator,,"SMS, EMS 4.0",,,alcatel,,Discontinued,"CSTN, 4096 colors",WAP,,No,,250 x 3 fields,No,Yes,No,,Yes,No,alcatel OT 332,,,1 - Puzzle,"98 x 43 x 20 mm, 72 cc (3.86 x 1.69 x 0.79 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot332.gif,,,,,,,,,,
5 SMS templates,,,,No,Mini-SIM,GSM,77 g (2.72 oz),No,No,,,Removable Li-Ion 600 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2003, Q2",,,No,,,No,"3 - Lagoon blue, White and Grey",,Up to 6 h,"96 x 65 pixels, 6 x 20 chars, 3:2 ratio",GSM 900 / 1800,,,Predictive text inputOrganizer,,"SMS, EMS",,,alcatel,,Discontinued,Monochrome graphic,WAP 1.2.1,,No,,250 x 3 numbers,No,Yes,No,Up to 280 h,Yes,No,alcatel OT 331,,,"3 - Killer Expo, Eyes&Star, Run-Run-Run",98 x 42 x 20 mm (3.86 x 1.65 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot331.gif,,,,,,,,,,
Blue backlightDownloadable animations and melodies,,,,No,Mini-SIM,GSM,75 g (2.65 oz),Class 4,No,,,Removable Li-Ion 600 mAh battery,,,,"Vibration; Downloadable polyphonic, recorded ringtones",Predictive text inputOrganizerVoice memoVoice dial,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2003, Q1",,,Yes,,,No,,,Up to 6 h,"96 x 65 pixels, 8 x 20 chars, 3:2 ratio",GSM 900 / 1800,,,No,,"SMS, EMS 4.0",,,alcatel,,Discontinued,Monochrome graphic,WAP 1.2.1,,No,,250 x 3 numbers,5 SMS templates50 voice dial numbers2 min voice memo,Yes,No,Up to 280 h,Yes,No,alcatel OT 526,,,"Yes, ExEn system",98 x 42 x 21 mm (3.86 x 1.65 x 0.83 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot526.gif,,,,,,,,,,
10 SMS templates,,,,No,Mini-SIM,GSM,80 g (2.82 oz),No,No,,,Removable Li-Ion 700 mAh battery,,,,Vibration; Polyphonic(8) ringtones,,,,,No,,,,,"20 received, 20 dialed, 20 missed calls",,"2003, Q1",,,Yes,,,No,"Blue, Light Grey",,Up to 6 h,"112 x 64 pixels, 4 lines, 16:9 ratio",GSM 900 / 1800,,,Organizer,,"SMS, EMS",,,alcatel,,Discontinued,Monochrome graphic,,,No,,100,No,Yes,No,Up to 120 h,Yes,No,alcatel OT 320,,,3,"106 x 45 x 20 mm, 80 cc (4.17 x 1.77 x 0.79 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot320.gif,,,,,,,,,,
Blue backlightDownloadable animations and melodies,,,,No,Mini-SIM,GSM,75 g (2.65 oz),Class 4,No,,,Removable Li-Ion 600 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,Predictive text inputOrganizerVoice memoVoice dial,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,"2002, Q4",,,No,,,No,,,up to 5 h,"96 x 65 pixels, 8 x 20 chars, 3:2 ratio",GSM 900 / 1800,,,No,,SMS,,,alcatel,,Discontinued,Monochrome graphic,WAP 1.2.1,,No,,250,5 SMS templates,Yes,No,Up to 280 h,Yes,No,alcatel OT 525,,,Yes,98 x 42 x 21 mm (3.86 x 1.65 x 0.83 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot525.gif,,,,,,,,,,
Blue backlightZoom function & landscape viewingDriveKey: 5 positions,,,,No,Mini-SIM,GSM,88 g (3.10 oz),Class 10,No,,,Removable Li-Po battery,,,,Vibration; Downloadable polyphonic ringtones,Ring tones & animated icons messagingRingtone assignment to contact group,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,2002,,,No,,,No,,,Up to 6 h 30 min,"100 x 150 pixels, 10 lines, 3:2 ratio",GSM 900 / 1800,,,No,,"SMS, EMS 4.0",Yes,Predictive text inputOrganizerVoice memoVoice commands,alcatel,,Discontinued,"Grayscale graphic, 4 shades",WAP 1.2.1,,No,,"800 x 23 fields, Photo call",20 voice dial commands60 sec voice memo20 voice dial records1000 appointments,Yes,No,Up to 250 h,Yes,No,alcatel OT 715,,,"3 - Killer Expo, Run Run Run and Botwar.",116 x 43 x 20 mm (4.57 x 1.69 x 0.79 in),No,https://fdn2.gsmarena.com/vv/bigpic/alot715.gif,,,,,,,,,,
White-blue backlightDownloadable animations and melodies,,,,No,Mini-SIM,GSM,75 g (2.65 oz),No,No,,,Removable Li-Ion 600 mAh battery,,,,Vibration; Downloadable polyphonic ringtones,Predictive text inputVoice memoVoice dial,,,,No,,,,,"10 dialed, 10 received, 10 missed calls",,2002,,,No,,,No,"2 - Gold, Platinum",,up to 6 h,"96 x 64 pixels, 8 x 20 chars, 3:2 ratio",GSM 900 / 1800,,,No,,SMS,,,alcatel,,Discontinued,Monochrome graphic,WAP 1.2.1,,No,,250,5 SMS templates,Yes,No,up to 280 h,Yes,No,alcatel OT 512,,,Downloadable,"97 x 42 x 20 mm, 71 cc (3.82 x 1.65 x 0.79 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot512.gif,,,,,,,,,,
Downloadable animations,,,,No,Mini-SIM,GSM,99 g (3.49 oz),No,No,,,Removable NiMH 700 mAh battery,,,,Vibration; Downloadable monophonic ringtones,Predictive text inputEuro currency converter and calculatorChangeable front panels,,,,No,,,,,"30 received, dialed and missed calls",,2001,,,Yes,,,No,4,,up to 5 h,"96 x 65 pixels, 6 lines, 3:2 ratio",GSM 900 / 1800,,,No,,"SMS, EMS",,,alcatel,,Discontinued,Monochrome graphic,WAP 1.1,,No,,250  x 3 numbers,5 SMS templates,Yes,No,up to 300 h,Yes,No,alcatel OT 311,,,3 - on some versions,"103 x 44 x 24 mm, 87 cc (4.06 x 1.73 x 0.94 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot311.gif,,,,,,,,,,
Downloadable animations and melodies,,,,No,Mini-SIM,GSM,75 g (2.65 oz),9600 bps,No,,,Removable Li-Ion 600 mAh battery,,,,"Vibration; Downloadable polyphonic, monophonic ringtones, composer",Predictive text inputVoice memoVoice dial,,,,No,,,,,"10 received, dialed and missed calls",,2001,,,No,,,No,,,up to 6 h,"96 x 64 pixels, 6 x 20 chars, 3:2 ratio",GSM 900 / 1800,,,No,,SMS,,,alcatel,,Discontinued,Monochrome graphic,WAP 1.1,,No,,?,5 SMS templates,Yes,No,up to 280 h,Yes,No,alcatel OT 511,,,,"97 x 42 x 20 mm, 71 cc (3.82 x 1.65 x 0.79 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot511.gif,,,,,,,,,,
Fixed iconsAnimation,,,,No,Mini-SIM,GSM,88 g (3.10 oz),No,No,,,Removable Li-Po 780 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"30 received, dialed and missed calls",,2000,,,No,,,No,,,5 h,"96 x 64 pixels, 8 lines, 3:2 ratio",GSM 900 / 1800,,,Voice memo (3 min)OrganizerActive flip,,SMS,,,alcatel,,Discontinued,Monochrome graphic,WAP,,No,,1000,No,Yes,No,320 h,Yes,No,alcatel OT 700,,,No,"103 x 42 x 20 mm, 79 cc (4.06 x 1.65 x 0.79 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot700b.gif,,,,,,,,,,
Animation,,,,No,Mini-SIM,GSM,103 g (3.63 oz),No,No,,,Removable Li-Ion battery,,,,Vibration; Monophonic ringtones,,,,,No,,,,,"30 received, dialed and missed calls",,2000,,,Yes,,,No,5,,5 h,"96 x 64 pixels, 8 x 20 chars, 3:2 ratio",GSM 900 / 1800,,,Predictive text inputSATKVoice memo (60 sec)Voice recognitionOrganizer,,SMS,,,alcatel,,Discontinued,Monochrome graphic,WAP (for 501),,No,,1000,No,Yes,No,320 h,Yes,No,alcatel OT 500,,,No,"103 x 42 x 23 mm, 89 cc (4.06 x 1.65 x 0.91 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot500b.jpg,,,,,,,,,,
Animation,,,,No,Mini-SIM,GSM,103 g (3.63 oz),No,No,,,Removable Li-Ion battery,,,,Vibration; Downloadable monophonic ringtones,Predictive text inputSATK,,,,No,,,,,,,2000,,,Yes,,,No,5,,4 h 45 min,5 lines,GSM 900 / 1800,,,No,,SMS,,,alcatel,,Discontinued,Monochrome graphic,"WAP (for 301,302,303)",,No,,100,10 Message templates,Yes,No,165 h,Yes,No,alcatel OT 300,,,"3 - Puzzle, Music, Logics","109 x 45 x 22 mm, 91 cc (4.29 x 1.77 x 0.87 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alot300b.jpg,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,150 g (5.29 oz),No,No,,,Removable NiMH 650 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,2000,,,Yes,,,No,"Jade, Obsidian Black",,up to 4 h 45 min,"96 x 64 pixels, 5 x 15 chars, 3:2 ratio",GSM 900 / 1800,,,,,SMS,,,alcatel,,Discontinued,Monochrome graphic,WAP,,No,,,Works with AAA batteries,Yes,No,up to 130 h,Yes,No,alcatel OT View db @,,,No,"133 x 54 x 25 mm, 142 cc (5.24 x 2.13 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alview3b.gif,,,,,,,,,,
3 soft keys,,,,No,Mini-SIM,GSM,125 g (4.41 oz),No,No,,,Removable Li-Ion 600 mAh battery,,,,Vibration; Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,1999,,,No,,,No,Gray,,up to 3 h 30 min,"96 x 64 pixels, 5 x 15 chars, 3:2 ratio",GSM 900,,,Internet ready,,SMS,,,alcatel,,Discontinued,Monochrome graphic,,,No,,350,No,Yes,No,up to 80 h,Yes,No,alcatel OT Pocket,,,No,116 x 65 x 19 mm (4.57 x 2.56 x 0.75 in),No,https://fdn2.gsmarena.com/vv/bigpic/alpockb.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,150 g (5.29 oz),No,No,,,Removable NiMH 650 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,2000,,,Yes,,,No,"Jade, Obsidian Black",,up to 4 h 45 min,"96 x 64 pixels, 5 x 15 chars, 3:2 ratio",GSM 900 / 1800,,,,,SMS,,,alcatel,,Discontinued,Monochrome graphic,,,No,,,Works with AAA batteries,Yes,No,up to 130 h,Yes,No,alcatel OT View db,,,No,"133 x 54 x 25 mm, 142 cc (5.24 x 2.13 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alview2b.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,150 g (5.29 oz),No,No,,,Removable NiMH 650 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,2000,,,Yes,,,No,"Denim Blue, Lolita, Grey, Gala Black, Ranger Green, Techno White",,up to 4 h 45 min,3 lines,GSM 900 / 1800,,,,,SMS,,,alcatel,,Discontinued,Alphanumeric,,,No,,,Works with AAA batteries,Yes,No,up to 130 h,Yes,No,alcatel OT Max db,,,No,"122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/almax2b.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,150 g (5.29 oz),No,No,,,Removable NiMH 650 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"10 received, dialed and missed calls",,2000,,,Yes,,,No,5,,up to 4 h 45 min,3 lines,GSM 900 / 1800,,,,,SMS,,,alcatel,,Discontinued,Alphanumeric,,,No,,,Works with AAA batteriesStickers,Yes,No,up to 130 h,Yes,No,alcatel OT Gum db,,,No,"122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/algum2b.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,150 g (5.29 oz),No,No,,,Removable NiMH 650 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,2000,,,Yes,,,No,"9 (Atoll Blue, Havana Brown, ...)",,up to 4 h 45 min,3 lines,GSM 900 / 1800,,,,,SMS,,,alcatel,,Discontinued,Alphanumeric,,,No,,,Works with AAA batteries,Yes,No,up to 130 h,Yes,No,alcatel OT Easy db,,,No,"122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/aleasy2b.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,150 g (5.29 oz),No,No,,,Removable NiMH 650 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,2000,,,No,,,No,"Lapis Grey, Agate Grey",,up to 4 h 45 min,3 lines,GSM 900 / 1800,,,,,SMS,,,alcatel,,Discontinued,Alphanumeric,,,No,,,Works with AAA batteries,Yes,No,up to 130 h,Yes,No,alcatel OT Club db,,,No,"122 x 48 x 25 mm, 160 cc (4.80 x 1.89 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/alclub2b.gif,,,,,,,,,,
Used to also draw the digit buttons,,,,No,Mini-SIM,GSM,230 g (8.11 oz),No,No,,,Removable NiMH 880 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"20 dialed, 20 received, 20 missed calls",4,1998,,,No,,,No,Black,,2 h,"160 x 239 pixels, 3:2 ratio",GSM 900,,,Organizer,,"SMS, Email",Yes,,alcatel,,Discontinued,Monochrome resistive touchscreen,,,No,,A lot,No,Yes,No,60 h,Yes,No,alcatel OT COM,,,3,151 x 62 x 24 mm (5.94 x 2.44 x 0.94 in),No,https://fdn2.gsmarena.com/vv/bigpic/alcomb.gif,,,,,,,512 KB,,,
No,,,,No,Mini-SIM,GSM,145 g (5.11 oz),No,No,,,Removable NiMH 600 mAh battery,,,,Vibration; Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,1998,,,No,,,No,Gray,,150 min,4 x 16 chars,GSM 900,,,,,SMS,,,alcatel,,Discontinued,Monochrome graphic,,,No,,100,,Yes,No,70 h,Yes,No,alcatel OT Pro,,,No,133 x 54 x 15 mm (5.24 x 2.13 x 0.59 in),No,https://fdn2.gsmarena.com/vv/bigpic/alprob.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,160 g (5.64 oz),No,No,,,Removable NiMH 580 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,1998,140 h,,Yes,,,No,Many,,3 h,2 x 12 chars,GSM 900,,,,,SMS,,,alcatel,6 h,Discontinued,Alphanumeric,,,No,,SIM only,Works with AAA batteries,Yes,No,70 h,Yes,No,alcatel OT Easy HF,,,No,"133 x 54 x 25 mm, 160 cc (5.24 x 2.13 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/aleasyb.gif,,,,,,,,,,
No,,,,No,Mini-SIM,GSM,160 g (5.64 oz),No,No,,,Removable NiMH 580 mAh battery,,,,Monophonic ringtones,,,,,No,,,,,"5 dialed, 5 received, 5 missed calls",,1998,140 h,,No,,,No,Many,,3 h,2 x 12 chars,GSM 900,,,,,SMS,,,alcatel,6 h,Discontinued,Alphanumeric,,,No,,SIM only,Works with AAA batteries,Yes,No,70 h,Yes,No,alcatel OT Easy,,,No,"133 x 54 x 25 mm, 160 cc (5.24 x 2.13 x 0.98 in)",No,https://fdn2.gsmarena.com/vv/bigpic/aleasy1b.gif,,,,,,,,,,
