4G bands,,Features,Talk time_1,Technology,Stand-by,Camera,Brand,Battery (old),CPU,_4,Music play,Type,Colors,Dual or Triple,3G bands,_6,Announced,_7,Positioning,Model Image,Dual,Call records,Single_1,Clock,OS,3.5mm jack,Triple,Protection,Phonebook,Internal,USB,Talk time,Model Name,_3,Card slot,Display,Single,SAR EU,Dimensions,5G bands,Charging,Build,NFC,Java,GPRS,Video,Performance,Features_1,Loudspeaker_1,GPU,_5,Resolution,_10,_1,Radio,Infrared port,2G bands,Price,_2,_8,Status,Video_1,Size,Audio quality,Speed,Loudspeaker,Quad,Browser,_9,Models,Chipset,Bluetooth,Type_1,Weight,SIM,Games,Languages,Stand-by_1,EDGE,Sensors,WLAN,Keyboard,Messaging,Alert types,Alarm,SAR
,Flash UIHandwriting recognition,,,GSM,Up to 350 h,,LG,,,,,"TFT resistive touchscreen, 256K colors","Anodizing Silver, Capri Green, Pink, Black",,,,"2009, January. Released 2009, February",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp501.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",48MB,2.0,Up to 3 h 30 min,LG KP501 Cookie,,microSDHC (dedicated slot),,3.15 MP,,106.5 x 55.4 x 11.9 mm (4.19 x 2.18 x 0.47 in),,,,,"Yes, MIDP 2.0",Class 10,320p@12fps,,,,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,No,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 80 EUR,"MP3/WMA/AAC playerMP4 playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input",,Discontinued,,"3.0 inches, 25.6 cm2(~43.4% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,89 g (3.14 oz),Mini-SIM,4 + downloadable,,,Class 10,Accelerometer,No,,"SMS, EMS, MMS, Email",,,
,Flash UIHandwriting recognition,,,GSM,Up to 350 h,,LG,,,,,"TFT resistive touchscreen, 256K colors","Black, Purple",,,,"2009, June. Released 2009, June",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp502-cookie.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",48MB,2.0,Up to 3 h 30 min,LG KP502 Cookie,,microSDHC (dedicated slot),,3.15 MP,,106.5 x 55.4 x 11.9 mm (4.19 x 2.18 x 0.47 in),,,,,"Yes, MIDP 2.0",Class 10,320p@12fps,,,,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,No,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 110 EUR,"MP3/WMA/AAC playerMP4 playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input",,Discontinued,,"3.0 inches, 25.6 cm2(~43.4% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,89 g (3.14 oz),Mini-SIM,4 + downloadable,,,Class 10,Accelerometer,No,,"SMS, EMS, MMS, Email",,,
,Flash UIDownloadable wallpapers,,,GSM / HSPA,Up to 300 h,,LG,,,,,"TFT resistive touchscreen, 256K colors",Black,,HSDPA 2100,,"2008, September. Released 2008, December",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kb770.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"Yes, Photocall",100MB,2.0,Up to 4 h,LG KB770,,microSDHC (dedicated slot),,"3.15 MP, AF",,108 x 54 x 13 mm (4.25 x 2.13 x 0.51 in),,,,,"Yes, MIDP 2.0",,320p,,,,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,Videocall camera,No,,GSM 900 / 1800 / 1900,About 150 EUR,"DVB-H or DVB-T TV receiver (country specific)TV-outMP3/MP4/DivX/Xvid playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)Voice memoPredictive text input",,Discontinued,,"3.0 inches, 25.6 cm2(~43.9% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 1000 mAh battery,109 g (3.84 oz),Mini-SIM,Yes,,,,,No,,"SMS, EMS, MMS, Email",,,0.86 W/kg (head)     0.52 W/kg (body)
,GSM 900 / 1800 / 1900 - tri-band version,"Schneider-Kreuznach optics, xenon flash",,GSM / HSPA,Up to 264 h,,LG,,,,,"TFT resistive touchscreen, 256K colors",Black,,HSDPA 900 / 2100,,"2008, August. Released 2008, November",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-kc910.jpg,,"40 dialed, 40 received, 40 missed calls",VGA videocall camera,,,No,,,"Yes, Photocall",100MB,2.0,Up to 3 h,LG KC910 Renoir,"MP3/MP4/AAC/DivX/Xvid playerOrganizerDocument viewer (Word, Excel, PowerPoint, PDF)TV-outVoice memoPredictive text input",microSDHC (dedicated slot),,"8 MP, AF",,107.8 x 55.9 x 14 mm (4.24 x 2.20 x 0.55 in),,,,,"Yes, MIDP 2.0",,"480p@30fps, 320p@120fps",,,Voice 71dB / Noise 65dB / Ring 72dB,,,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",,HSDPA 850 / 1900 - American version,FM radio,,GSM 850 / 900 / 1800 / 1900 - quad-band version,About 130 EUR,Flash UI,,Discontinued,,"3.0 inches, 25.6 cm2(~42.5% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 1000 mAh battery,114 g (4.02 oz),Mini-SIM,Yes,,,,Accelerometer,Wi-Fi 802.11b/g,,"SMS, EMS, MMS, Email","Vibration; Downloadable polyphonic, MP3 ringtones, composer",,0.59 W/kg (head)     0.49 W/kg (body)
,No,,,GSM / UMTS,Up to 100 h,,LG,,,,,"TFT, 256K colors",Black Rose,,UMTS 2100,,"2008, December. Released 2008",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp270.jpg,,Yes,,,,No,,,"1000 entries x 12 fields, Photo call",32MB,2.0,Up to 4 h,LG KP270,,microSD (dedicated slot),,1.3 MP,,98 x 48 x 16.9 mm (3.86 x 1.89 x 0.67 in),,,,,"Yes, MIDP 2.0",,QCIF@15fps,,,,,,176 x 220 pixels (~141 ppi density),,MP4/3gp playerMP3/AAC/AAC+/WMA playerVoice recorderOrganizerPredictive text input,No,,GSM 900 / 1800 / 1900,About 150 EUR,,,Discontinued,,"2.0 inches, 12.6 cm2(~26.8% screen-to-body ratio)",,"Yes, 384 kbps",Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion 900 mAh battery,99 g (3.49 oz),Mini-SIM,Yes,,,,,No,,"SMS, EMS, MMS, Email",,,
,Downloadable wallpapers,,,GSM / HSPA,Up to 250 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 850 / 1900,,"2008, August. Released 2008",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-cb630-invision.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"500 entries, Photocall",128MB,Proprietary,Up to 3 h,LG CB630 Invision,,microSDHC (dedicated slot),,1.3 MP,,103 x 53 x 12 mm (4.06 x 2.09 x 0.47 in),,,,,"Yes, MIDP 2.0",,320p,,,,,,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",,No,XM radio,,GSM 850 / 900 / 1800 / 1900,About 80 EUR,MP3/MP4/eAAC+/WMA playerOrganizerPhoto editorXM RadioVoice memoVoice dialPredictive text inputAT&T Mobile TVMultitasking,,Discontinued,,"2.2 inches, 15.0 cm2(~27.5% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 900 mAh battery,81 g (2.86 oz),Mini-SIM,Yes,,,,,No,,"SMS, MMS, Email",,,1.34 W/kg (head)     0.81 W/kg (body)
,Downloadable wallpapers,,,GSM / UMTS,Up to 443 h,,LG,,,,,"TFT, 256K colors",Grey,,UMTS 2100,,"2009, February. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf311.jpg,,"40 dialed, 40 received, 40 missed calls",VGA videocall camera,,,No,,,"500 entries, Photocall",45MB,2.0,Up to 5 h 36 min,LG KF311,,microSD (dedicated slot),,2 MP,,94 x 47 x 16.8 mm (3.70 x 1.85 x 0.66 in),,,,,"Yes, MIDP 2.0",,Yes,,,,,,176 x 220 pixels (~141 ppi density),,MP3/MP4 playerPredictive text inputOrganizerVoice memo,No,,GSM 850 / 1800 / 1900,,,,Discontinued,,"2.0 inches, 12.6 cm2(~28.5% screen-to-body ratio)",,"Yes, 384 kbps",Yes,,WAP 2.0/xHTML,,,,1.2,Removable Li-Ion 900 mAh battery,95 g (2.08 oz),Mini-SIM,Yes,,,,,No,,"SMS, EMS, MMS, Email",,,
,"Secondary, external 0.91 inch monochrome STN display, 96 x 64 pixels",,,GSM,Up to 456 h,,LG,,,,,"TFT, 65K colors","Black, Red",,,,"2008, November. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-cp150.jpg,,"10 dialed, 10 received, 10 missed calls",,,,No,,,500 entries,,Proprietary,Up to 3 h 30 min,LG CP150,,No,,,,87.9 x 47 x 18.8 mm (3.46 x 1.85 x 0.74 in),,,,,"Yes, MIDP 2.0",Class 10,,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,No,FM radio,,GSM 850 / 1800 / 1900,About 40 EUR,Predictive text inputOrganizerVoice memo,,Discontinued,,"1.5 inches, 7.3 cm2(~17.6% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,No,Removable Li-Ion 800 mAh battery,81 g (2.86 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS",,,1.18 W/kg (head)     0.67 W/kg (body)
,No,,,GSM,Up to 300 h,,LG,,,,,"TFT, 256K colors",,,,,"2008, July. Released 2008",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp265.jpg,,Yes,,,,Yes,,,Yes,5MB,2.0,Up to 3 h,LG KP265,,microSDHC (dedicated slot),,1.3 MP,,96 x 46 x 17 mm (3.78 x 1.81 x 0.67 in),,,,,"Yes, MIDP 2.0",Class 10,No,,,,,,128 x 160 pixels (~116 ppi density),,MP3/eAAC+/WMA/WAV playerMP4/3gp playerOrganizerVoice memoPredictive text input,FM radio,,GSM 900 / 1800 / 1900,About 50 EUR,,,Discontinued,,"1.77 inches, 9.9 cm2(~22.3% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"1.2, A2DP",Removable Li-Ion 900 mAh battery,90 g (3.17 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS",Vibration; Downloadable polyphonic ringtones,,
,No,,,GSM,Up to 250 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2008, September. Released 2009, Q1",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp260.jpg,,Yes,,,,No,,,Yes,5MB,2.0,Up to 3 h,LG KP260,,microSD (dedicated slot),,1.3 MP,,96.6 x 46.5 x 16.9 mm (3.80 x 1.83 x 0.67 in),,,,,"Yes, MIDP 2.0",Class 10,Yes,,,,,,128 x 160 pixels (~116 ppi density),,MP3/eAAC+/WMA/WAV playerMP4/3gp playerOrganizerVoice memoPredictive text input,No,,GSM 900 / 1800 / 1900,About 60 EUR,,,Discontinued,,"1.77 inches, 9.9 cm2(~21.9% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion battery,90 g (3.17 oz),Mini-SIM,Yes,,,No,,No,,"SMS, EMS, MMS",,,0.51 W/kg (head)     0.12 W/kg (body)
,No,,,GSM,Up to 720 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2008, August. Released 2008",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp199-new.jpg,,Yes,,,,No,,,"Yes, up to 1000 entries",60MB,2.0,Up to 11 h,LG KP199,,microSDHC (dedicated slot),,VGA,,105 x 46 x 15 mm (4.13 x 1.81 x 0.59 in),,,,,"Yes, MIDP 2.0",Class 10,Yes,,,,,,128 x 160 pixels (~116 ppi density),,MP3/eAAC+/WMA/WAV playerMP4/3gp playerOrganizerVoice memoPredictive text input,FM radio,,GSM 900 / 1800 / 1900,About 50 EUR,,,Discontinued,,"1.77 inches, 9.9 cm2(~20.4% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"1.2, A2DP",Removable Li-Ion 1350 mAh battery,84 g (2.96 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS",Vibration; Downloadable polyphonic ringtones,,
,No,,,GSM,Up to 100 h,,LG,,,,,"TFT, 256K colors",Silver,,,,"2008, December. Released 2009",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kp170.jpg,,Yes,,,,No,,,1000 entries x 12 fields,4MB,2.0,Up to 4 h,LG KP170,,No,,VGA,,105.2 x 45.6 x 13.9 mm (4.14 x 1.80 x 0.55 in),,,,,"Yes, MIDP 2.0",Class 10,No,,,,,,128 x 160 pixels (~116 ppi density),,OrganizerVoice memoPredictive text input,No,,GSM 900 / 1800,About 20 EUR,,,Discontinued,,"1.77 inches, 9.9 cm2(~20.6% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,2.0,Removable Li-Ion 900 mAh battery,72 g (2.54 oz),Mini-SIM,Yes,,,No,,No,,"SMS, EMS, MMS",,,
,Touchscreen diallingDownloadable themes,,,GSM,Up to 250 h,,LG,,,,,"TFT, 256K colors","White/Light green, Black/Grey, Aqua Blue, White",,,,"2009, March. Released 2009, March",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-neon.jpg,,"30 dialed, 30 received, 30 missed calls",,,,No,,,"1000 entries, Photocall",15MB,2.0,Up to 4 h,LG GT365 Neon,,microSDHC (dedicated slot),,2 MP,,101.5 x 51 x 16.8 mm (4.00 x 2.01 x 0.66 in),,,,,"Yes, MIDP 2.0",Yes,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,No,FM radio,,GSM 850 / 1800 / 1900,About 70 EUR,MP3 playerMP4 playerPhoto/video editorVoice memo,,Discontinued,,"2.4 inches, 17.8 cm2(~34.5% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 800 mAh battery,108 g (3.81 oz),Mini-SIM,Yes,,,Yes,,No,QWERTY,"SMS(threaded view), MMS, Email, IM",,,1.00 W/kg (head)     1.20 W/kg (body)
,No,,,GSM / HSPA,,,LG,,800 MHz,,,"TFT, 256K colors",Black,,HSDPA,,Not officially announced yet,,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-univa.jpg,,,,,Android 2.3 (Gingerbread),Yes,,,,,microUSB 2.0,,LG Univa E510,,microSDHC (dedicated slot),,"5 MP, AF",0.71 W/kg (head)     1.12 W/kg (body),11.9 mm thickness,,,,,,Yes,Yes,,,,,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,,,GSM 850 / 900 / 1800 / 1900,,,,Discontinued,,"3.2 inches, 30.5 cm2(~45.5% screen-to-body ratio)",,HSPA,Yes,,,,,,"2.1, A2DP",Removable Li-Ion battery,-,Mini-SIM,,,,Yes,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,
,GSM 850 / 900 / 1800 / 1900 - LG GT360,,,GSM,Up to 444 h,,LG,,,,,"TFT, 256K colors","Black and red, Black and silver, White and soft pink, Titanium and bright blue",,,,"2008, July. Released 2008, July",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-ks360.jpg,,Yes,,,,No,,,"1000 entries, Photocall",64MB,2.0,Up to 5 h,LG KS360,MP3/eAAC+ playerMP4/H.263 playerOrganizerOffice document viewerPhoto/video editorVoice memoPredictive text input,microSDHC (dedicated slot),,2 MP,,101.5 x 51 x 16.8 mm (4.00 x 2.01 x 0.66 in),,,,,"Yes, MIDP 2.0",Class 10,Yes,,,Voice 78dB / Noise 75dB / Ring 80dB,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Touchscreen dialling,Stereo FM radio,,GSM 900 / 1800 / 1900,About 70 EUR,No,,Discontinued,,"2.4 inches, 17.8 cm2(~34.5% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 800 mAh battery,111.5 g (3.92 oz),Mini-SIM,Yes,,,Class 10,,No,QWERTY,"SMS(threaded view), MMS, Email, IM","Vibration, MP3 ringtones",,0.72 W/kg (head)     0.69 W/kg (body)
,GSM 850 / 900 / 1800 / 1900 for Brazil,,,GSM / HSPA,Up to 250 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 850 / 2100,,"2008, July. Released 2009, Q1",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf390.jpg,,"40 dialed, 40 received, 40 missed calls",Videocall camera,,,No,,,500 entries,50MB,2.0,Up to 3 h,LG KF390,,microSDHC (dedicated slot),,2 MP,,99 x 48 x 17.4 mm (3.90 x 1.89 x 0.69 in),,,,,"Yes, MIDP 2.0",,Yes,,,,,,176 x 220 pixels (~141 ppi density),,MP3/WAV/eAAC+ playerH263/3GP playerPredictive text inputVoice memo,FM radio,,GSM 900 / 1800 / 1900,About 60 EUR,,,Discontinued,,"2.0 inches, 12.6 cm2(~26.5% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,1.2,Removable Li-Ion battery,110 g (3.88 oz),Mini-SIM,Yes,,,,,No,,"SMS, MMS, Email","Vibration; Downloadable polyphonic, MP3 ringtones",,
,Second external Light-matrix type display,,,GSM,Up to 350 h,,LG,,,,,"TFT, 256K colors","White-rosy, Blue, Pistachio, Pink",,,,"2008, August. Released 2008, November",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf350.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",30MB,2.0,Up to 5 h,LG KF350,,microSD (dedicated slot),,3.15 MP,,100.9 x 50.9 x 14.8 mm (3.97 x 2.00 x 0.58 in),,,,,"Yes, MIDP 2.0",Class 10,320p@15fps,,,,,,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,No,FM radio,,GSM 900 / 1800 / 1900,About 90 EUR,MP4/H.264 playerMP3/eAAC+ playerOrganizerVoice memoPredictive text input,,Discontinued,,"2.2 inches, 15.0 cm2(~29.2% screen-to-body ratio)",,,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.1, A2DP",Removable Li-Ion 800 mAh battery,102 g (3.60 oz),Mini-SIM,Yes,,,Class 10,,No,,"SMS, EMS, MMS, Email","Vibration, MP3 ringtones",,
,Downloadable wallpapers,,,GSM,Up to 200 h,,LG,,,,,"TFT, 256K colors",Black,,,,2008. Released 2008,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf245.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,Yes,20MB,2.0,Up to 3 h,LG KF245,,microSD (dedicated slot),,2 MP,,94 x 47 x 16 mm (3.70 x 1.85 x 0.63 in),,,,,"Yes, MIDP 2.0",Class 10,320p,,,,,,176 x 220 pixels (~141 ppi density),,No,Stereo FM radio,,GSM 900 / 1800 / 1900,,MP3 playerMP4 playerOrganizerVoice memoPredictive text input,,Discontinued,,"2.0 inches, 12.6 cm2(~28.5% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Po 800 mAh battery,91 g (3.21 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS, Email",,,
,Downloadable wallpapers,,,GSM,Up to 200 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2008, May. Released 2009, Q1",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf240.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,Yes,20MB,2.0,Up to 3 h,LG KF240,,microSD (dedicated slot),,2 MP,,94 x 47 x 16 mm (3.70 x 1.85 x 0.63 in),,,,,"Yes, MIDP 2.0",Class 10,Yes,,,,,,176 x 220 pixels (~141 ppi density),,No,FM radio,,GSM 900 / 1800 / 1900,About 60 EUR,MP3 playerMP4 playerOrganizerVoice memoPredictive text input,,Discontinued,,"2.0 inches, 12.6 cm2(~28.5% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion 800 mAh battery,91 g (3.21 oz),Mini-SIM,Yes,,,No,,No,,"SMS, MMS, Email","Vibration; Downloadable polyphonic, MP3 ringtones",,
,"Secondary, external monochrome display, 96x64 pixels",,,GSM / UMTS,,,LG,,,,,"TFT, 256K colors",Black,,UMTS 2100,,"2008, March. Released 2008, June",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-u370.jpg,,"30 received, dialed and missed calls",,,,No,,,"Yes, Photocall",60MB,2.0,,LG U370,,microSD (dedicated slot),,1.3 MP,,92.5 x 47 x 17.6 mm (3.64 x 1.85 x 0.69 in),,,,,"Yes, MIDP 2.0",,QCIF@15fps,,,,,,176 x 220 pixels (~141 ppi density),,No,No,,GSM 900 / 1800 / 1900,About 40 EUR,MP4/H.264/XMF/WMV playerMP3/eAAC+/WMA playerOrganizerVoice memoPredictive text input,,Discontinued,,"2.0 inches, 12.6 cm2(~29.0% screen-to-body ratio)",,"Yes, 384 kbps",Yes,,"WAP 2.0/xHTML, HTML",,,,1.2,Removable Li-Ion 860 mAh battery,89 g (3.14 oz),Mini-SIM,No,,,,,No,,"SMS, MMS, Email",,,
,"Secondary, external 65-color TFT display, 96 x 34 pixels",,,GSM / HSPA,,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 2100,,"2008, February. Released 2008, May",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-hb620t.jpg,,"40 dialed, 40 received, 40 missed calls",Yes,,,No,,,"Yes, Photocall",100MB,2.0,,LG HB620T,,microSDHC (dedicated slot),,2 MP,,88.5 x 54.9 x 17.9 mm (3.48 x 2.16 x 0.70 in),,,,,"Yes, MIDP 2.0",,320p@30fps,,,,,,"320 x 240 pixels, 4:3 ratio (~200 ppi density)",,DVB-H or DVB-T TV receiver (country specific)Mobile XD engineMP3/MMf/WAV/eAAC+/WMA/SMAF/i-Melody playerMP4/3gp playerPredictive text inputOrganizer,No,,GSM 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"2.0 inches, 12.4 cm2(~25.5% screen-to-body ratio)",,HSPA 7.2/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 1000 mAh battery,110 g (3.88 oz),Mini-SIM,No,,,,,No,,"SMS, MMS, Email","Vibration; Downloadable polyphonic, MP3 ringtones",,0.11 W/kg (head)     0.16 W/kg (body)
,,"Schneider-Kreuznach optics, LED flash",,GSM,Up to 450 h,,LG,,,,,"TFT, 256K colors","Black, Gray, Pink",,,,"2008, May",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kc550.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,,"1000 entries, Photocall",12MB,Proprietary,Up to 6 h,LG KC550,,microSDHC (dedicated slot),,"5 MP, AF",,96.9 x 51.4 x 14.9 mm (3.81 x 2.02 x 0.59 in),,,,,"Yes, MIDP 2.0",Class 12,480p,,,Voice 78dB / Noise 77dB / Ring 86dB,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,No,FM radio,,GSM 900 / 1800 / 1900,About 90 EUR,MP3/WAV/AAC++/WMA/RA playerMP4/H.264/RV playerPhoto editorVoice memoSpeakerphoneOrganizerTV-out,,Discontinued,,"2.4 inches, 17.8 cm2(~35.8% screen-to-body ratio)",,,Yes,,WAP 2.0/xHTML,,,,"2.0, A2DP",Removable Li-Ion 900 mAh battery,110 g (3.88 oz),Mini-SIM,"Yes, incl. motion-based + downloadable",,,Class 12,Accelerometer,No,,"SMS, EMS, MMS, Email","Vibration; Downloadable polyphonic, MP3 ringtones",,0.28 W/kg (head)     0.32 W/kg (body)
,Limited touchscreen functionality,LED flash,,GSM / HSPA,Up to 220 h,,LG,,,,,"TFT resistive touchscreen, 256K colors","Black, Ruby Violet, Titan Gold",,HSDPA 2100,,"2008, April. Released 2008, June",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf757.jpg,,"40 dialed, 40 received, 40 missed calls",,,,No,,Scratch-resistant glass,"1000 entries, Photocall",100MB,2.0,Up to 3 h 30 min,LG KF757 Secret,,microSDHC (dedicated slot),,"5 MP, AF",,102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in),,,,,"Yes, MIDP 2.0",,"480p@30fps, 320p@120fps",,,,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Videocall camera,"Stereo FM radio, RDS",,GSM 900 / 1800 / 1900,About 110 EUR,"Carbon fiber battery coverMP3/WMA/AAC/AAC+ playerMP4/DivX(up to 640x480) playerDocument viewer (Word, Excel, PowerPoint, PDF)OrganizerVoice memoTV-outPredictive text input",,Discontinued,,"2.4 inches, 17.8 cm2(~34.2% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 800 mAh battery,116 g (4.09 oz),Mini-SIM,"6, incl. motion-based + downloadable",,,,Accelerometer,Wi-Fi 802.11 b/g,,"SMS, EMS, MMS, Email",,,0.53 W/kg (head)     0.24 W/kg (body)
,Limited touchscreen functionality,LED flash,,GSM / HSPA,Up to 260 h,,LG,,,,,"TFT, 256K colors","Black, Ruby Violet, Titan Gold",,HSDPA 2100,,"2008, April. Released 2008, June",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-kf750.jpg,,"40 dialed, 40 received, 40 missed calls",Videocall camera,,,No,,Scratch-resistant glass,"1000 entries, Photocall",100MB,2.0,Up to 4 h,LG KF750 Secret,,microSDHC (dedicated slot),,"5 MP, AF",,102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in),,,,,"Yes, MIDP 2.0",,"480p@30fps, 320p@120fps",,,Voice 75dB / Noise 72dB / Ring 82dB,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,100 MB user available memory,"Stereo FM radio, RDS",,GSM 900 / 1800 / 1900,About 100 EUR,"Carbon fiber battery coverMP3/WMA/AAC/AAC+ playerMP4/DivX(up to 640x480) playerTV-outDocument viewer (Word, Excel, PowerPoint, PDF)Predictive text inputOrganizerVoice memo",,Discontinued,,"2.4 inches, 17.8 cm2(~34.2% screen-to-body ratio)",Noise -87.1dB / Crosstalk -85.8dB,HSPA 3.6/0.384 Mbps,Yes,,"WAP 2.0/xHTML, HTML",,,,"2.0, A2DP",Removable Li-Ion 800 mAh battery,116 g (4.09 oz),Mini-SIM,"6, incl. motion-based + downloadable",,,,Accelerometer,No,,"SMS, EMS, MMS, Email","Vibration; Downloadable polyphonic, MP3 ringtones",,0.50 W/kg (head)     0.76 W/kg (body)
