Unnamed: 0,128GB 4GB RAM,1TB 12GB RAM,1TB 16GB RAM,1TB 24GB RAM,256GB 12GB RAM,256GB 4GB RAM,256GB 8GB RAM,2G bands,3.5mm jack,3G bands,4G bands,512GB 12GB RAM,512GB 16GB RAM,5G bands,Announced,Audio quality,Battery (new),Battery (old),Bluetooth,Brand,Browser,Build,CPU,Call records,Camera,Card slot,Charging,Chipset,Colors,Dimensions,Display,Dual,EDGE,Features,GPRS,GPU,Games,Infrared port,Internal,Java,Keyboard,Loudspeaker,Messaging,Model Image,Model Name,Models,Music play,NFC,OS,Performance,Phonebook,Positioning,Price,Protection,Quad,Radio,Resolution,SAR,SAR EU,SIM,Sensors,Single,Size,Speed,Stand-by,Status,Talk time,Technology,Triple,Type,USB,Video,WLAN,Weight,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2012, February. Released 2012, March",,,,"3.0, A2DP",ZTE,,,1.0 GHz Cortex-A5,,,microSDHC (dedicated slot),,Qualcomm MSM7227A Snapdragon S1,"Black, White",115.1 x 57.9 x 10.9 mm (4.53 x 2.28 x 0.43 in),,,,LED flash,,Adreno 200,,,"512MB RAM, 512MB",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-ii.jpg,ZTE Blade II V880+,,,Yes,"Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",,,"GPS, A-GPS",About 230 EUR,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~267 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"3.5 inches, 34.9 cm2(~52.3% screen-to-body ratio)",HSPA 7.2/5.76 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion 1200 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",117.4 g (4.13 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerPhoto/video editorDocument viewerVoice memo/dial/commandsPredictive text input,,,,,,,,CDMA 800 / 1900,Yes,CDMA2000 1xEV-DO,LTE,,,,"2012, February. Released 2012, December",,,,Yes,ZTE,,,1.5 GHz processor,,,No,,,Black,-,,,,LED flash,,,,,,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-n910.jpg,ZTE N910,,,,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,,"480 x 800 pixels, 5:3 ratio",,,Mini-SIM,"Accelerometer, proximity, compass",2 MP,", -","EV-DO Rev.A 3.1 Mbps, LTE",,Discontinued,,CDMA / EVDO / LTE,,Removable Li-Ion battery,microUSB 2.0,,"Wi-Fi 802.11 b/g, DLNA, hotspot",-,,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerPhoto/video editorDocument viewerVoice memo/dial/commandsPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 1900 / 2100,LTE,,,,"2012, February. Released 2012, Q4",,,,"2.1, A2DP",ZTE,,,Dual-core 1.2 GHz processor,,,No,,,Brown,-,,,,LED flash,,,,,,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-pf200.jpg,ZTE PF200,,,Yes,Android 4.0 (Ice Cream Sandwich),,,"GPS, A-GPS",,,,,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",2 MP,"4.3 inches, 51.0 cm2","HSPA, LTE",,Discontinued,,GSM / HSPA / LTE,,Removable Li-Ion battery,microUSB 2.0 (MHL TV-out),,"Wi-Fi 802.11 b/g, DLNA, hotspot",-,,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memo/dialPredictive text input (Swype),,,,,,,,CDMA 800 / 1900,Yes,CDMA2000 1xEV-DO,,,,,"2012, February. Released 2012, February",,,,"2.1, A2DP, EDR",ZTE,,,Dual-core 1.2 GHz Scorpion,,,microSDHC (dedicated slot),,Qualcomm MSM8660 Snapdragon S3,Black,193 x 119.4 x 13.2 mm (7.60 x 4.70 x 0.52 in),,,,,,Adreno 220,,,16GB 1GB RAM,,,"Yes, with stereo speakers",,https://fdn2.gsmarena.com/vv/bigpic/zte-optik.jpg,ZTE Optik,,,,Android 3.2 (Honeycomb),,,"GPS, A-GPS",About 230 EUR,,,No,"800 x 1280 pixels, 16:10 ratio (~216 ppi density)",,,Mini-SIM,"Accelerometer, compass",2 MP,"7.0 inches, 142.1 cm2(~61.7% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,,Discontinued,,CDMA / EVDO,,Non-removable Li-Ion 4000 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g, hotspot",400 g (14.11 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, December. Released 2012, February",,,,"2.1, A2DP, EDR",ZTE,,,1.4 GHz Scorpion,,,microSDHC (dedicated slot),,Qualcomm MSM8255 Snapdragon S2,Black,202 x 122 x 12.6 mm (7.95 x 4.80 x 0.50 in),,,,,,Adreno 205,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-light-tab-2-v9a-ofic.jpg,ZTE Light Tab 2 V9A,T1002,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",About 250 EUR,,,No,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"7.0 inches, 137.9 cm2(~56.0% screen-to-body ratio)",HSPA 14.4/5.76 Mbps,,Discontinued,Up to 7 h,GSM / HSPA,,Non-removable Li-Ion 3400 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g, hotspot",389 g (13.72 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, November. Released 2011, December",,,,"2.1, A2DP, EDR",ZTE,,,800 MHz,,,microSDHC (dedicated slot),,,Black,202 x 122 x 12.6 mm (7.95 x 4.80 x 0.50 in),,,,,,,,,512MB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-light-tab-v9c.jpg,ZTE Light Tab V9C,,,,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,"GPS, A-GPS",,,,No,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,,Mini-SIM,"Accelerometer, compass",VGA,"7.0 inches, 139.5 cm2(~56.6% screen-to-body ratio)",HSPA 7.2/5.76 Mbps,,Discontinued,Up to 7 h,GSM / HSPA,,Non-removable Li-Ion 3400 mAh battery,microUSB 2.0,,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)",389 g (13.72 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, November. Released 2011, December",,,,"2.1, A2DP, EDR",ZTE,,,600 MHz ARM 11,,,"microSDHC (dedicated slot), 2 GB included",,Qualcomm MSM7227 Snapdragon S1,"White, Black, Gold",116 x 56.5 x 11.8 mm (4.57 x 2.22 x 0.46 in),,,,,,Adreno 200,,,"512MB RAM, 512MB",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-ftv-phone.jpg,ZTE FTV Phone,,,,Android 2.2 (Froyo),,,"GPS, A-GPS",,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~267 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","3.15 MP, AF","3.5 inches, 34.9 cm2(~53.2% screen-to-body ratio)",HSPA 7.2/5.76 Mbps,Up to 192 h,Discontinued,Up to 4 h,GSM / HSPA,,Removable Li-Ion 1250 mAh battery,microUSB 2.0,CIF@15fps.,"Wi-Fi 802.11 b/g, hotspot",110 g (3.88 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memo/dialPredictive text input (XT9 with trace),,,,,,,,CDMA 1900  / 1700 / 850,Yes,CDMA2000 1xEV-DO,,,,,"2011, November. Released 2011, November",,,,"2.1, A2DP, EDR",ZTE,,,600 MHz,Yes,,"microSDHC (dedicated slot), 4 GB included",,,Black,111 x 57 x 14.8 mm (4.37 x 2.24 x 0.58 in),,,,,,,Yes,,"512MB (152MB user available), 256MB RAM",No,,"Yes, with stereo speakers","SMS(threaded view), MMS, Email, Push Email, IM",https://fdn2.gsmarena.com/vv/bigpic/zte-chorus.jpg,ZTE Chorus,,,,,,"Yes, Photocall",GPS,About 80 EUR,,,No,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",,,Mini-SIM,Accelerometer,2 MP,"3.2 inches, 29.1 cm2(~46.1% screen-to-body ratio)","EV-DO Rev.0, 153.2 Kbps",Up to 220 h,Discontinued,Up to 4 h 10 min,CDMA / EVDO,,Removable Li-Ion 1000 mAh battery,microUSB 2.0,320p@15fps,No,105 g (3.70 oz),,,,,,,,,,,,,
MP3/eAAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input,,,,,,,,CDMA 800 / 1900,Yes,CDMA2000 1xEV-DO,,,,,"2011, October. Released 2011, October",,,,"2.1, A2DP",ZTE,,,,Yes,,microSDHC (dedicated slot),,,Gray,114 x 61 x 13 mm (4.49 x 2.40 x 0.51 in),,,,,,,Yes,,,No,QWERTY,Yes,"SMS, MMS, Email, IM",https://fdn2.gsmarena.com/vv/bigpic/zte-memo.jpg,ZTE Memo,,,,,,"1000 entries, Photocall",GPS,,,,,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,Mini-SIM,,2 MP,"2.4 inches, 17.8 cm2(~25.7% screen-to-body ratio)",HSPA,Up to 400 h,Discontinued,Up to 5 h,CDMA / EVDO,,Removable Li-Ion 1150 mAh battery,Proprietary,320p,No,111 g (3.92 oz),,,,,,,,,,,,,
MP3/WAV/eAAC+/WMA playerMP4/H.264/WMV playerDocument viewerVoice memo/command/dialPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, September. Released 2012, February",,,,"3.0, A2DP, EDR",ZTE,,,1.0 GHz Scorpion,,,No,,Qualcomm MSM8255 Snapdragon S2,"White, Black",128.6 x 67.8 x 10.5 mm (5.06 x 2.67 x 0.41 in),,,,LED flash,,Adreno 205,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-tania.jpg,ZTE Tania,,,,Microsoft Windows Phone 7.5 Mango,,,"GPS, A-GPS",About 210 EUR,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","4.3 inches, 52.6 cm2(~60.4% screen-to-body ratio)",HSPA 14.4/5.76 Mbps,Up to 200 h,Discontinued,Up to 4 h,GSM / HSPA,,Removable Li-Ion 1400 mAh battery,microUSB 2.0,720p@30fps,Wi-Fi 802.11 b/g/n,158 g (5.57 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,CDMA 800 / 1900,Yes,CDMA2000 1xEV-DO,,,,,"2011, September. Released 2011, October",,,,"3.0, A2DP, EDR",ZTE,,,1.0 GHz,,,microSDHC (dedicated slot),,Qualcomm MSM8655 Snapdragon S2,Black,130 x 69 x 11 mm (5.12 x 2.72 x 0.43 in),,,,LED flash,,Adreno 205,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-warp.jpg,ZTE Warp,,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",,,,No,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",0.59 W/kg (head)     1.25 W/kg (body),,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","4.3 inches, 52.6 cm2(~58.7% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,Up to 225 h,Discontinued,Up to 5 h,CDMA / EVDO,,Removable Li-Ion 1600 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot",140 g (4.94 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,CDMA 800 / 1900  / 1700 / 2100,Yes,CDMA2000 1xEV-DO,,,,,"2011, September. Released 2011, September",,,,"2.1, A2DP, EDR",ZTE,,,600 MHz,,,"microSDHC (dedicated slot), 4 GB included",,,Black,112 x 61.4 x 12.5 mm (4.41 x 2.42 x 0.49 in),,,,,,,,,512MB,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-score.jpg,ZTE Score,,,,Android 2.3.4 (Gingerbread),,,"GPS, A-GPS",About 90 EUR,,,No,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",3.15 MP,"3.5 inches, 36.5 cm2(~53.0% screen-to-body ratio)",EV-DO Rev.A 3.1 Mbps,Up to 250 h,Discontinued,Up to 4 h,CDMA / EVDO,,Removable Li-Ion 1200 mAh battery,microUSB 2.0,320p@15fps,"Wi-Fi 802.11 b/g, hotspot",122 g (4.30 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memo/dialPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 850 / 1900 / 2100,,,,,"2011, October. Released 2011, December",,,,"2.0, A2DP",ZTE,,,,,,microSDHC (dedicated slot),,,Black,116 x 62 x 13 mm (4.57 x 2.44 x 0.51 in),,,,,,,,,512MB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-avail.jpg,ZTE Avail,,,,Android 2.3 (Gingerbread),,,GPS,About 330 EUR,,,No,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","3.5 inches, 36.5 cm2(~50.7% screen-to-body ratio)",HSPA 7.2/2 Mbps,Up to 225 h,Discontinued,Up to 5 h,GSM / HSPA,,Removable Li-Ion 1800 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot",127 g (4.48 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewer/editorOrganizerVoice memoPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 1900 / 2100,,,,,"2011, February. Released 2011, Q3",,,,"2.1, A2DP, EDR",ZTE,"WAP 2.0/xHTML, HTML",,1.0 GHz Scorpion,,,microSDHC (dedicated slot),,Qualcomm MSM8255 Snapdragon S2,Black,-,,,,,,Adreno 205,,,4GB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-v9-plus.jpg,ZTE V9+,,,,Android 2.2 (Froyo),,,"GPS, A-GPS",,,,No,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,,Mini-SIM,"Accelerometer, compass","5 MP, AF","7.0 inches, 137.9 cm2",HSPA 14.4/5.76 Mbps,,Discontinued,,GSM / HSPA,,Non-removable Li-Ion battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",-,,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewer/editorOrganizerVoice memoPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2010, October. Released 2011, Q1",,,,"2.1, A2DP, EDR",ZTE,HTML,,,,,microSDHC (dedicated slot),,,Black,192 x 110 x 12.6 mm (7.56 x 4.33 x 0.50 in),,,,,,,,,512MB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-v9.jpg,ZTE V9,V971LM,,,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,"GPS, A-GPS",About 170 EUR,,,No,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",,,Mini-SIM,"Accelerometer, compass",3.15 MP,"7.0 inches, 139.5 cm2(~66.0% screen-to-body ratio)",HSPA 10.2/2 Mbps,Up to 500 h,Discontinued,,GSM / HSPA,,Non-removable Li-Ion 3400 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g/n, hotspot (Android 2.2)",403 g (14.22 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800,Yes,HSDPA 850 / 2100,,,,,2011,,,,2.1,ZTE,,,,,,microSDHC (dedicated slot),,,Black,106 x 56.2 x 14.2 mm (4.17 x 2.21 x 0.56 in),,,,,,,,,150MB,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-n721.jpg,ZTE N721,,,,Android OS,,,"GPS, A-GPS",,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,0.73 W/kg (head),Mini-SIM,Accelerometer,2 MP,"2.8 inches, 24.3 cm2(~40.8% screen-to-body ratio)",HSPA 7.2/0.384 Mbps,Up to 250 h,Discontinued,Up to 4 h 10 min,GSM / HSPA,,Removable Li-Ion 1100 mAh battery,microUSB 2.0,Yes,Wi-Fi 802.11 b/g,105 g (3.70 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, February. Released 2011, September",,,,"2.1, A2DP, EDR",ZTE,"WAP 2.0/xHTML, HTML",,800MHz,,,microSDHC (dedicated slot),,,Black,125.9 x 67.8 x 10.4 mm (4.96 x 2.67 x 0.41 in),,,,LED flash,,,,,512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-skate.jpg,ZTE Skate,,,,Android 2.3 (Gingerbread),,,"GPS, A-GPS",About 250 EUR,,,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","5 MP, AF","4.3 inches, 52.6 cm2(~61.7% screen-to-body ratio)",HSPA,Up to 288 h,Discontinued,Up to 5 h,GSM / HSPA,,Removable Li-Ion 1400 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot",120 g (4.23 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,,,,,,"2011, June. Released 2011, June",,,,"2.1, A2DP",ZTE,,,416 MHz,,,microSDHC (dedicated slot),,Mediatek MT6516,Black,116 x 56.5 x 11.8 mm (4.57 x 2.22 x 0.46 in),,,Yes,,Yes,,,,256MB,,QWERTY,Yes,,https://fdn2.gsmarena.com/vv/bigpic/ZTE-V821.jpg,ZTE V821,,,,Android 2.2 (Froyo),,,"GPS, A-GPS",About 220 EUR,,,FM radio,"320 x 240 pixels, 4:3 ratio",,,Dual SIM (Mini-SIM),,"2 MP, AF",,,,Discontinued,,GSM,,Removable Li-Ion battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot",120 g (4.23 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, February. Released 2011, Q3",,,,"2.1, A2DP",ZTE,"WAP 2.0/xHTML, HTML",,,,,microSD (dedicated slot),,,Black,-,,,,,,,,,,,QWERTY,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-amigo.jpg,ZTE Amigo,,,,Android 2.2 (Froyo),,,"GPS, A-GPS",,,,FM radio,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","3.15 MP, AF","3.2 inches, 30.5 cm2",HSPA 7.2/0.384 Mbps,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot",120 g (4.23 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, August. Released 2011, September",,,,"2.1, A2DP, EDR",ZTE,,,500 MHz ARM 11,,,microSDHC (dedicated slot),,,Black,104 x 55.4 x 13.5 mm (4.09 x 2.18 x 0.53 in),,,,,,,,,256MB 512MB RAM,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-racer-ii.jpg,ZTE Racer II,,,Optional,Android 2.2 (Froyo),,,"GPS, A-GPS",About 200 EUR,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",3.15 MP,"2.8 inches, 24.3 cm2(~42.1% screen-to-body ratio)",HSPA 3.6/0.384 Mbps,Up to 166 h,Discontinued,Up to 4 h 35 min,GSM / HSPA,,Removable Li-Ion 1100 mAh battery,microUSB,Yes,Wi-Fi 802.11 b/g,100 g (3.53 oz),,,,,,,,,,,,,
CMMB Mobile TVMP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,TD-HSDPA 1900 / 2100,,,,,"2011, February. Released 2011, Q3",,,,"2.1, A2DP",ZTE,"WAP 2.0/xHTML, HTML",,,,,microSD (dedicated slot),,,White,-,,,Yes,,Yes,,,,,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-u900.jpg,ZTE U900,,,,Android-based OPhone 2.0,,,"GPS, A-GPS",,,,,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",VGA,"3.5 inches, 34.9 cm2",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,,Wi-Fi 802.11 b/g,-,,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 850 / 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2011, February. Released 2011, September",,,,"2.1, A2DP",ZTE,"WAP 2.0/xHTML, HTML",,600 MHz ARM 11,,,microSD (dedicated slot),,Qualcomm MSM7227 Snapdragon S1,"Black, Silver",-,,,,,,Adreno 200,,,,,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-libra.jpg,ZTE Libra,,,,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,"GPS, A-GPS",About 190 EUR,,,FM radio,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass",3.15 MP,"3.5 inches, 34.9 cm2",HSPA,,Discontinued,,GSM / HSPA,,Removable Li-Ion battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)",-,,,,,,,,,,,,,
MP3/eAAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800,Yes,,,,,,2011. Released 2011,,,,Yes,ZTE,,,,Yes,,microSDHC (dedicated slot),,,"Black, Pink",107 x 61 x 12 mm (4.21 x 2.40 x 0.47 in),,,Yes,,Yes,,Yes,,1MB,,QWERTY,Yes,"SMS, MMS, Email",https://fdn2.gsmarena.com/vv/bigpic/zte-rio.jpg,ZTE Rio,,,,,,"Yes, Photocall",No,,,,FM radio,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,Mini-SIM,,2 MP,"2.4 inches, 17.8 cm2(~27.3% screen-to-body ratio)",,Up to 550 h,Discontinued,Up to 8 h 20 min,GSM,,Removable Li-Ion battery,miniUSB 2.0,Yes,No,90 g (3.17 oz),,,,,,,,,,,,,
MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 / 1900,Yes,HSDPA 900 / 2100,,,,,"2010, October. Released 2010, November",,,,"2.1, A2DP, EDR",ZTE,"WAP 2.0/xHTML, HTML",,600 MHz ARM 11,,,"microSDHC (dedicated slot), 2 GB included",,Qualcomm MSM7227 Snapdragon S1,Black,116 x 56.5 x 11.8 mm (4.57 x 2.22 x 0.46 in),,,,,,Adreno 200,,,"512MB RAM, 512MB",,,Yes,,https://fdn2.gsmarena.com/vv/bigpic/zte-blade-new.jpg,ZTE Blade,,,,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",,,"GPS, A-GPS",About 170 EUR,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~267 ppi density)",,,Mini-SIM,"Accelerometer, proximity, compass","3.15 MP, AF","3.5 inches, 34.9 cm2(~53.2% screen-to-body ratio)",HSPA 7.2/5.76 Mbps,Up to 192 h,Discontinued,Up to 4 h,GSM / HSPA,,Removable Li-Ion 1250 mAh battery,microUSB 2.0,Yes,"Wi-Fi 802.11 b/g, hotspot (Android 2.2)",110 g (3.88 oz),,,,,,,,,,,,,
MP4/H.263 playerMP3/WAV/AAC+ playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800,No,,,,,,2010. Released 2010,,,,Yes,ZTE,"WAP 2.0/xHTML, HTML",,,Yes,,microSDHC (dedicated slot),,,Black,93 x 49 x 13.5 mm (3.66 x 1.93 x 0.53 in),,,No,,Yes,,Yes,,10MB,Yes,,Yes,SMS,https://fdn2.gsmarena.com/vv/bigpic/zte-sage-orange-lisbon.jpg,ZTE Sage,,,,,,"Yes, Photocall",No,,,,Stereo FM radio,,,,Mini-SIM,,1.3 MP,,,Up to 144 h,Discontinued,,GSM,,Removable Li-Ion battery,Proprietary,No,No,80 g (2.82 oz),,,,,,,,,,,,,
MP3/WMA/eAAC+ playerMP4/H.264 playerOrganizerVoice memoPredictive text input,,,,,,,,GSM 900 / 1800 - SIM 1,No,,,,,,2010. Released 2010,,,,"2.0, A2DP",ZTE,"WAP 2.0/xHTML, HTML",,,Yes,,microSDHC (dedicated slot),,,White,107 x 61 x 12 mm (4.21 x 2.40 x 0.47 in),,,No,,Yes,,Yes,,,"Yes, MIDP 2.0",QWERTY,Yes,"SMS, MMS, Email, IM",https://fdn2.gsmarena.com/vv/bigpic/zte-x990d.jpg,ZTE X990D,,,,,,"Yes, Photocall",No,,,,"Stereo FM radio, RDS","320 x 240 pixels, 4:3 ratio (~160 ppi density)",,,Dual SIM (Mini-SIM),,2 MP,"2.5 inches, 19.4 cm2(~29.7% screen-to-body ratio)",,,Discontinued,,GSM,,Removable Li-Ion battery,microUSB 2.0,Yes,No,90 g (3.17 oz),,,,,,,,,,,,,
